name,Gender,Country_1,Continent_1,Subregion_1,community,degree,strength,betweenness,closeness,pagerank,eigenvector,constraint,inv_constraint,degree_pct,strength_pct,betweenness_pct,closeness_pct,pagerank_pct,eigenvector_pct,inv_constraint_pct,sci_index
0000-0002-4617-6197,Male,Sweden,Europe,Northern Europe,4,24,25,31.970433015556846,0.008695652173913044,0.016352687940060784,0.18869889838024137,0.1290875801212081,7.7466186324231545,0.5362318840579711,0.4492753623188406,0.782608695652174,0.7101449275362319,0.5217391304347826,0.4057971014492754,0.5362318840579711,0.5631469979296067
0000-0001-5139-444X,Male,United States of America,Americas,Northern America,6,33,36,59.94371839093686,0.009174311926605505,0.019367139648426217,0.8250783810859471,0.10901200728300875,9.173217260247663,0.9565217391304348,0.8260869565217391,0.8695652173913043,0.8913043478260869,0.7971014492753623,0.8405797101449275,0.9130434782608695,0.87060041407867494
0000-0002-1241-5225,Male,Germany,Europe,Western Europe,8,10,10,8.71218819753686,0.006993006993006993,0.007550639847301015,0.16363824044047176,0.18393078257320686,5.436798284722702,0.1956521739130435,0.1956521739130435,0.36231884057971014,0.18840579710144928,0.13043478260869565,0.34782608695652173,0.2318840579710145,0.2360248447204969
0000-0002-5600-0726,Male,Sweden,Europe,Northern Europe,6,31,33,23.440824453324446,0.009009009009009009,0.01755244562968921,0.7914151839088637,0.1154024261105432,8.66525400244283,0.8043478260869565,0.7608695652173914,0.6811594202898551,0.8188405797101449,0.7391304347826086,0.782608695652174,0.855072463768116,0.777432712215321
0000-0003-3345-4538,Female,Austria,Europe,Western Europe,9,14,14,9.121085521805336,0.007575757575757576,0.008731818104233383,0.33108688561772365,0.1486132788570424,6.728828533104394,0.2971014492753623,0.2898550724637681,0.4492753623188406,0.2826086956521739,0.2463768115942029,0.5507246376811594,0.4782608695652174,0.37060041407867494
0000-0002-4050-3281,Male,Sweden,Europe,Northern Europe,4,27,36,51.80905432485146,0.00819672131147541,0.022569958701825023,0.24248023791571194,0.13222524079940712,7.562795357065644,0.5579710144927537,0.8260869565217391,0.8405797101449275,0.4492753623188406,0.9710144927536232,0.5362318840579711,0.5217391304347826,0.6718426501035196
0000-0002-4300-1551,Male,Thailand,Asia,South-eastern Asia,6,29,32,8.92315332577904,0.008695652173913044,0.016638131997318135,0.8082097065891339,0.12454489482787488,8.029168696262703,0.644927536231884,0.6811594202898551,0.42028985507246375,0.7101449275362319,0.5652173913043478,0.8115942028985508,0.6086956521739131,0.634575569358178
0000-0003-2734-851X,Male,Ghana,Africa,Western Africa,4,20,21,33.46071541286072,0.008264462809917356,0.014406477137070604,0.15435878057530864,0.14898795008805557,6.711907154248548,0.37681159420289856,0.38405797101449274,0.8043478260869565,0.47101449275362317,0.38405797101449274,0.3333333333333333,0.45652173913043476,0.458592132505176
0000-0003-4065-5194,Female,Germany,Europe,Western Europe,10,11,11,8.727597405847172,0.007407407407407408,0.008274226051073419,0.07176731583433073,0.2097292374220451,4.768029695153953,0.2318840579710145,0.2318840579710145,0.37681159420289856,0.2318840579710145,0.15942028985507245,0.18840579710144928,0.16666666666666666,0.2267080745341615
0000-0002-0724-5962,Male,Netherlands,Europe,Western Europe,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695707,0.9999999999999999,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.9057971014492754,0.9130434782608695,0.7101449275362319,0.7287784679089027
0000-0003-0200-2133,Female,Finland,Europe,Northern Europe,9,15,15,18.06015134246558,0.007575757575757576,0.00972745850686642,0.33110733962003475,0.14290200028193514,6.997753707249584,0.3188405797101449,0.30434782608695654,0.5797101449275363,0.2826086956521739,0.2898550724637681,0.5652173913043478,0.4927536231884058,0.40476190476190477
0000-0003-2561-6090,Male,Netherlands,Europe,Western Europe,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695697,1,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.8188405797101449,0.9782608695652174,0.7101449275362319,0.7256728778467909
0000-0002-0139-3913,Male,Netherlands,Europe,Western Europe,10,11,11,7.421002462449831,0.00625,0.00874337197374717,0.05046962484336113,0.2097292374220451,4.768029695153953,0.2318840579710145,0.2318840579710145,0.18840579710144928,0.07246376811594203,0.2608695652173913,0.10144927536231885,0.16666666666666666,0.17908902691511386
0000-0003-2400-2839,Male,Netherlands,Europe,Western Europe,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695697,0.9999999999999999,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.8188405797101449,0.9130434782608695,0.7101449275362319,0.7163561076604554
0000-0002-3654-1437,Male,Cyprus,Asia,Western Asia,3,6,8,4.1476893961245835,0.006578947368421052,0.00845880699654408,0.05839705921567181,0.41743272015837585,2.3955898905833397,0.08695652173913043,0.10869565217391304,0.13043478260869565,0.11594202898550725,0.18115942028985507,0.16666666666666666,0.043478260869565216,0.11904761904761904
0000-0003-4346-3163,Male,Japan,Asia,Eastern Asia,4,20,21,33.46071541286072,0.008264462809917356,0.014406477137070604,0.1543587805753085,0.14898795008805557,6.711907154248548,0.37681159420289856,0.38405797101449274,0.8043478260869565,0.47101449275362317,0.38405797101449274,0.3188405797101449,0.45652173913043476,0.45652173913043476
0000-0002-1579-7134,Male,Greece,Europe,Southern Europe,3,6,8,4.1476893961245835,0.006578947368421052,0.008458806996544083,0.05839705921567178,0.41743272015837585,2.3955898905833397,0.08695652173913043,0.10869565217391304,0.13043478260869565,0.11594202898550725,0.2028985507246377,0.14492753623188406,0.043478260869565216,0.11904761904761905
0000-0001-7037-089X,Male,India,Asia,Southern Asia,11,12,12,27.532044705076846,0.007751937984496124,0.009633663197435395,0.08693178044770256,0.16839886741129007,5.938246955727453,0.26811594202898553,0.26811594202898553,0.7536231884057971,0.3333333333333333,0.2753623188405797,0.2608695652173913,0.2898550724637681,0.34989648033126297
0000-0002-7613-1985,Male,Denmark,Europe,Northern Europe,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695704,1,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.855072463768116,0.9782608695652174,0.7101449275362319,0.7308488612836439
0000-0002-3745-9128,Male,People's Republic of China,Asia,Eastern Asia,6,31,33,23.346596403169496,0.009009009009009009,0.017523663120148313,0.791230714825685,0.11699403632351242,8.547371165686203,0.8043478260869565,0.7608695652173914,0.6376811594202898,0.8188405797101449,0.7101449275362319,0.7391304347826086,0.8260869565217391,0.7567287784679089
0000-0001-7015-2075,Male,Netherlands,Europe,Western Europe,4,22,22,66.88482667017531,0.008620689655172414,0.014111930606558666,0.22428964146143704,0.12450924955366223,8.031467317628445,0.5217391304347826,0.42028985507246375,0.8985507246376812,0.6666666666666666,0.36231884057971014,0.5217391304347826,0.6376811594202898,0.5755693581780538
0000-0001-7176-4604,Male,Austria,Europe,Western Europe,11,11,11,8.655284700679438,0.007575757575757576,0.008627324813833532,0.08691132644539158,0.17601299353613992,5.681366463596975,0.2318840579710145,0.2318840579710145,0.34782608695652173,0.2826086956521739,0.2318840579710145,0.2463768115942029,0.2753623188405797,0.2639751552795031
0000-0003-0291-2735,Male,United States of America,Americas,Northern America,8,9,9,10.205039543208086,0.006711409395973154,0.007322714711621939,0.12233805444571975,0.19007854451737727,5.2609553676017935,0.16666666666666666,0.15942028985507245,0.463768115942029,0.15942028985507245,0.11594202898550725,0.2898550724637681,0.21739130434782608,0.2246376811594203
0000-0001-9123-0845,Male,Ireland,Europe,Northern Europe,3,6,8,4.1476893961245835,0.006578947368421052,0.00845880699654408,0.05839705921567181,0.41743272015837585,2.3955898905833397,0.08695652173913043,0.10869565217391304,0.13043478260869565,0.11594202898550725,0.18115942028985507,0.16666666666666666,0.043478260869565216,0.11904761904761904
0000-0003-0132-8051,Male,Nigeria,Africa,Western Africa,1,6,6,7.937130623000186,0.007042253521126761,0.006226899572850756,0.03548616485139373,0.2555831522423784,3.9126056573792147,0.08695652173913043,0.06521739130434782,0.3333333333333333,0.2028985507246377,0.07246376811594203,0.057971014492753624,0.11594202898550725,0.13354037267080746
0000-0002-2294-6521,Female,Germany,Europe,Western Europe,11,18,18,25.819965856110358,0.008,0.012858266062000126,0.09493992430128918,0.1497087723496797,6.679590679386532,0.34057971014492755,0.3333333333333333,0.7246376811594203,0.34782608695652173,0.3333333333333333,0.2753623188405797,0.43478260869565216,0.39855072463768115
0000-0003-0173-0112,Male,Sweden,Europe,Northern Europe,4,21,27,12.827014557995511,0.008064516129032258,0.017073284626183908,0.19099759932027138,0.16734145799302813,5.975769759768093,0.45652173913043476,0.5,0.5289855072463768,0.39855072463768115,0.6521739130434783,0.42028985507246375,0.3188405797101449,0.46790890269151136
0000-0002-2085-0446,Female,United Kingdom,Europe,Northern Europe,4,21,27,12.827014557995511,0.008064516129032258,0.0170732846261839,0.19099759932027147,0.16734145799302813,5.975769759768093,0.45652173913043476,0.5,0.5289855072463768,0.39855072463768115,0.5942028985507246,0.4420289855072464,0.3188405797101449,0.46273291925465837
0000-0002-6365-4082,Male,Netherlands,Europe,Western Europe,6,44,45,190.28468912692963,0.010752688172043012,0.023891961421880905,0.8518821158466501,0.08090388755437393,12.360192693277371,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9855072463768116,0.855072463768116,0.9927536231884058,0.9720496894409938
0000-0002-8270-4022,Male,Portugal,Europe,Southern Europe,6,28,29,2.016378066378067,0.008849557522123894,0.015111362114391699,0.7528308192159946,0.12602066898420394,7.9351432817902445,0.5942028985507246,0.5797101449275363,0.09420289855072464,0.7608695652173914,0.43478260869565216,0.6666666666666666,0.5652173913043478,0.5279503105590062
0000-0002-7723-0635,Male,Austria,Europe,Western Europe,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695704,1,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.855072463768116,0.9782608695652174,0.7101449275362319,0.7308488612836439
0000-0002-9270-8860,Female,Thailand,Asia,South-eastern Asia,11,10,10,7.128720849826649,0.007518796992481203,0.008504220825828116,0.05153768079143805,0.2067940031212118,4.835706786463574,0.1956521739130435,0.1956521739130435,0.15942028985507245,0.2463768115942029,0.21739130434782608,0.11594202898550725,0.18840579710144928,0.18840579710144928
0000-0001-9764-685X,Male,Spain,Europe,Southern Europe,4,20,20,20.934607141878704,0.008403361344537815,0.01326476452738149,0.15245836242268715,0.15203245518047512,6.577499661590437,0.37681159420289856,0.34782608695652173,0.5942028985507246,0.5072463768115942,0.34782608695652173,0.30434782608695654,0.42028985507246375,0.4140786749482402
0000-0002-4928-2446,Female,United States of America,Americas,Northern America,2,14,17,7.2463941459297505,0.007575757575757576,0.012774610790013491,0.07897526086043663,0.1823964006430836,5.482534271180796,0.2971014492753623,0.3188405797101449,0.17391304347826086,0.2826086956521739,0.3188405797101449,0.2028985507246377,0.2463768115942029,0.2629399585921325
0000-0002-5094-6326,Male,People's Republic of China,Asia,Eastern Asia,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695707,1,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.9057971014492754,0.9782608695652174,0.7101449275362319,0.7380952380952381
0000-0001-8008-6198,Male,Mexico,Americas,Central America,4,21,27,12.827014557995511,0.008064516129032258,0.017073284626183904,0.1909975993202716,0.1673414579930281,5.975769759768094,0.45652173913043476,0.5,0.5289855072463768,0.39855072463768115,0.6231884057971014,0.4782608695652174,0.36231884057971014,0.4782608695652174
0000-0003-2516-2412,Female,Japan,Asia,Eastern Asia,4,21,27,12.827014557995511,0.008064516129032258,0.017073284626183904,0.19099759932027172,0.1673414579930281,5.975769759768094,0.45652173913043476,0.5,0.5289855072463768,0.39855072463768115,0.6231884057971014,0.4927536231884058,0.36231884057971014,0.4803312629399586
0000-0002-4776-3748,Female,Sweden,Europe,Northern Europe,4,21,27,12.827014557995511,0.008064516129032258,0.017073284626183904,0.19099759932027152,0.1673414579930281,5.975769759768094,0.45652173913043476,0.5,0.5289855072463768,0.39855072463768115,0.6231884057971014,0.463768115942029,0.36231884057971014,0.47619047619047616
0009-0003-8058-6282,Female,Romania,Europe,Eastern Europe,6,29,32,8.92315332577904,0.008695652173913044,0.01663813199731813,0.8082097065891339,0.12454489482787488,8.029168696262703,0.644927536231884,0.6811594202898551,0.42028985507246375,0.7101449275362319,0.5507246376811594,0.8115942028985508,0.6086956521739131,0.6325051759834369
0000-0002-8256-6942,Female,People's Republic of China,Asia,Eastern Asia,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695704,0.9999999999999999,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.855072463768116,0.9130434782608695,0.7101449275362319,0.7215320910973084
0000-0002-8229-2929,Male,Netherlands,Europe,Western Europe,6,31,39,7.457792615880851,0.008547008547008548,0.019692036122695707,0.9999999999999999,0.12391665090873609,8.069875378258166,0.8043478260869565,0.9130434782608695,0.2608695652173913,0.5942028985507246,0.9057971014492754,0.9130434782608695,0.7101449275362319,0.7287784679089027
0000-0001-6159-4947,Male,Italy,Europe,Southern Europe,6,31,33,23.346596403169496,0.009009009009009009,0.017523663120148306,0.7912307148256847,0.11699403632351245,8.5473711656862,0.8043478260869565,0.7608695652173914,0.6376811594202898,0.8188405797101449,0.6884057971014492,0.7101449275362319,0.8043478260869565,0.7463768115942029
0000-0003-2463-6735,Male,United States of America,Americas,Northern America,11,12,12,22.350319217395874,0.007633587786259542,0.010070456413522909,0.05830110555632618,0.17616878629584426,5.676342243616546,0.26811594202898553,0.26811594202898553,0.6086956521739131,0.3188405797101449,0.30434782608695654,0.13043478260869565,0.2608695652173913,0.3084886128364389
0000-0003-4144-0208,Male,People's Republic of China,Asia,Eastern Asia,6,44,45,190.28468912692963,0.010752688172043012,0.02389196142188091,0.8518821158466502,0.08090388755437393,12.360192693277371,0.9927536231884058,0.9927536231884058,0.9927536231884058,0.9927536231884058,1,0.8695652173913043,0.9927536231884058,0.9761904761904762
0000-0002-0544-6744,Male,Canada,Americas,Northern America,6,31,33,23.346596403169496,0.009009009009009009,0.017523663120148306,0.7912307148256849,0.11699403632351245,8.5473711656862,0.8043478260869565,0.7608695652173914,0.6376811594202898,0.8188405797101449,0.6884057971014492,0.7246376811594203,0.8043478260869565,0.7484472049689441
0000-0001-7687-9267,Male,People's Republic of China,Asia,Eastern Asia,6,29,32,8.92315332577904,0.008695652173913044,0.016638131997318138,0.8082097065891339,0.12454489482787488,8.029168696262703,0.644927536231884,0.6811594202898551,0.42028985507246375,0.7101449275362319,0.5797101449275363,0.8115942028985508,0.6086956521739131,0.6366459627329193
0000-0002-8279-9666,Male,Australia,Oceania,Australia and New Zealand,6,32,32,65.58817195876019,0.009259259259259259,0.017916365129350787,0.7408637686985893,0.10724199042733336,9.324618756109647,0.9347826086956522,0.6811594202898551,0.8840579710144928,0.9202898550724637,0.7681159420289855,0.6376811594202898,0.9420289855072463,0.8240165631469979
